commit type,deleted lines count
Other,9
Other,44
Other,69
Other,0
Other,101
Other,28
Other,10
Other,2
Other,0
Other,0
Other,0
Other,27
Other,16
Other,11
Other,1
Other,3
Other,3
Other,16
Other,10
Other,19
Other,7
Other,2
Other,3
Other,4
Other,9
Other,1
Other,8
Other,8
Other,3
Other,0
Other,1
Other,4
Other,1
Other,2
Other,14
Other,3
Other,1
Other,3
Other,13
Other,40
Other,8
Other,166
Other,1
Other,6
Other,3
Other,4
Other,15
Other,0
Other,5
Other,7
Other,14
Other,2
Other,5
Other,5
Other,40
Other,22
Other,30
Other,5
Other,3
Other,1
Other,5
Other,10
Other,13
Other,2
Other,44
Other,13
Other,108
Other,0
Other,8
Other,0
Other,16
Other,3
Other,3
Other,5
Other,3
Other,2
Other,5
Other,3
Other,0
Other,0
Other,4
Other,5
Other,1
Other,2
Other,7
Other,1
Other,4
Other,1
Other,4
Other,1
Other,10
Other,1
Other,1
Other,8
Other,3
Other,1
Other,2
Other,2
Other,27
Other,12
Other,3
Other,4
Other,2
Other,1
Other,15
Other,4
Other,18
Other,8
Other,8
Other,7
Other,15
Other,7
Other,20
Other,2
Other,1
Other,5
Other,2
Other,1
Other,11
Other,6
Other,4
Other,0
Other,9
Other,4
Other,2
Other,4
Other,0
Other,4
Other,1
Other,12
Other,4
Other,1
Other,1
Other,7
Other,2
Other,0
Other,0
Other,7
Other,1
Other,1
Other,2
Other,2
Other,2
Other,0
Other,2
Other,10
Other,10
Other,0
Other,3
Other,164
Other,62
Other,4
Other,0
Other,12
Other,0
Other,4
Other,3
Other,2
Other,1
Other,5
Other,13
Other,2
Other,4
Other,9
Other,5
Other,4
Other,3
Other,6
Other,17
Other,19
Other,4
Other,8
Other,0
Other,5
Other,4
Other,8
Other,30
Other,8
Other,10
Other,22
Other,1
Other,10
Other,25
Other,16
Other,6
Other,0
Other,8
Other,1
Other,4
Other,21
Other,2
Other,0
Other,1
Multi-lang,7
Multi-lang,23
Other,2
Other,1
Other,2
Other,1
Other,1
Other,3
Other,209
Other,6
Other,2
Other,8
Other,1
Other,0
Other,1
Other,0
Other,2
Other,0
Multi-lang,3
Other,27
Other,0
Multi-lang,3
Multi-lang,0
Other,7
Other,2
Other,2
Other,2
Multi-lang,2
Other,6
Other,8
Multi-lang,224
Other,9
Other,2
Multi-lang,2
Other,1
Other,3
Other,7
Other,10
Other,1
Other,2
Multi-lang,16
Other,2
Other,0
Multi-lang,9
Multi-lang,4
Other,5
Other,62
Other,94
Other,3
Multi-lang,0
Other,0
Other,78
Multi-lang,33
Other,58
Multi-lang,53
Other,0
Other,10
Other,437
Multi-lang,17
Multi-lang,6
Other,102
Other,670
Other,1
Multi-lang,139
Other,31
Multi-lang,15
Multi-lang,15
Multi-lang,2597
Other,152
Other,44
Other,1
Other,83
Multi-lang,245
Other,45
Other,12
Other,9
Other,38
Other,3
Other,132
Multi-lang,7
Other,57
Other,0
Other,211
Multi-lang,51
Other,52
Other,45
Other,19
Other,91
Other,19
Other,8
Other,13
Multi-lang,75
Other,5
Other,1
Multi-lang,64
Other,0
Other,12
Other,1
Multi-lang,120
Other,34
Multi-lang,266
Multi-lang,330
Other,32
Other,4
Other,3
Multi-lang,162
Multi-lang,1
Multi-lang,11
Other,20
Multi-lang,871
Other,68
Other,91
Other,45
Other,5
Other,2
Multi-lang,1
Other,3
Other,0
Other,2
Other,2
Other,6
Other,8
Other,0
Multi-lang,4
Other,13
Other,12
Multi-lang,14
Multi-lang,13
Other,4
Multi-lang,1
Multi-lang,219
Multi-lang,122
Multi-lang,82
Other,4
Multi-lang,27
Multi-lang,44
Multi-lang,132
Other,12
Other,1
Multi-lang,11
Other,0
Multi-lang,471
Multi-lang,1220
Other,4
Multi-lang,165
Multi-lang,387
Multi-lang,35
Multi-lang,43
Multi-lang,33
Multi-lang,30
Multi-lang,70
Multi-lang,102
Other,5
Other,1
Other,4
Other,0
Multi-lang,1031
Multi-lang,476
Multi-lang,348
Multi-lang,85
Other,0
Multi-lang,35
Other,1276
Multi-lang,17
Other,1
Other,0
Other,2
Other,0
Multi-lang,1161
Multi-lang,65
Multi-lang,5
Other,4
Multi-lang,3
Other,1
Other,23
Other,1
Other,4
Other,46
Multi-lang,314
Multi-lang,0
Other,17
Other,2
Other,1
Other,1
Other,1
Other,0
Other,1
Multi-lang,35
Other,0
Other,0
Other,0
Multi-lang,10
Multi-lang,16
Multi-lang,68
Other,2
Other,39
Other,22
Other,2
Other,2
Multi-lang,333
Other,12
Other,144
Other,12
Other,4
Other,0
Other,100
Other,3
Other,9
Multi-lang,21
Other,32
Other,11
Other,0
Multi-lang,227
Multi-lang,12
Other,201
Other,15
Other,5
Other,23
Other,0
Other,1
Other,10
Other,2
Multi-lang,430
Other,0
Other,2
Other,2
Other,1
Other,1
Other,1
Other,21
Other,0
Other,1
Other,1
Multi-lang,4956
Other,2
Other,0
Multi-lang,7
Other,1
Multi-lang,2717
Other,27
Other,12
Other,3
Other,27
Other,27
Other,11
Other,27
Other,31
Other,0
Other,22
Other,1
Other,4
Other,1
Other,0
Other,0
Multi-lang,1
Other,17
Other,0
Other,56
Other,0
Other,0
Other,4
Other,6
Other,0
Other,1
Other,4
Multi-lang,17
Other,32
Other,97
Other,10
Other,133
Other,1
Other,1
Other,1
Other,7
Other,639
Other,6
Other,6
Other,2
Other,4
Other,0
Other,6
Other,0
Other,99
Multi-lang,54
Other,34
Other,27
Other,1
Multi-lang,25
Other,8
Other,1
Other,8
Other,0
Other,1
Other,32
Other,2
Other,6
Other,3
Other,1
Other,101
Other,4
Other,0
Other,0
Multi-lang,3
Multi-lang,6
Other,0
Other,7
Other,0
Other,49
Multi-lang,20
Multi-lang,30
Other,3
Multi-lang,36
Multi-lang,9
Other,2
Other,30
Multi-lang,24
Other,5
Other,0
Other,0
Other,0
Multi-lang,0
Other,26
Other,3
Other,0
Other,4
Other,0
Multi-lang,27
Other,4
Other,0
Other,0
Other,10
Other,0
Other,342
Multi-lang,2
Multi-lang,86
Other,0
Other,3
Other,226
Multi-lang,23
Multi-lang,56
Multi-lang,1
Other,0
Other,40
Other,3
Other,100
Other,3
Other,63
Other,0
Other,3
Other,1
Other,17
Multi-lang,2
Other,35
Other,6
Other,0
Other,3
Other,101
Other,1
Multi-lang,62
Multi-lang,109
Multi-lang,1
Other,3
Multi-lang,4
Other,0
Other,2
Other,0
Other,2
Multi-lang,20
Other,161
Multi-lang,16
Multi-lang,3
Other,1
Other,1
Other,1
Other,0
Multi-lang,24
Other,172
Other,2
Other,1
Other,53
Other,2
Other,3
Other,2
Other,1
Multi-lang,1
Other,30
Other,2
Other,3
Multi-lang,4
Other,0
Multi-lang,37
Multi-lang,14
Other,42
Multi-lang,8
Multi-lang,29
Other,12
Other,1
Other,0
Multi-lang,93
Other,2
Other,5
Other,10
Other,2
Multi-lang,225
Other,2
Other,12
Multi-lang,150
Multi-lang,52
Multi-lang,470
Multi-lang,28
Other,8
Multi-lang,24
Other,1
Multi-lang,7
Other,18
Other,0
Other,1
Other,9
Other,234
Other,1
Other,21
Multi-lang,909
Other,5
Other,3
Multi-lang,6
Other,60
Other,2
Other,17
Multi-lang,2
Multi-lang,2
Multi-lang,6
Other,2
Multi-lang,91
Multi-lang,16
Multi-lang,14
Other,8
Other,4
Multi-lang,11
Multi-lang,17
Other,0
Other,1
Multi-lang,2152
Other,0
Other,6
Other,58
Other,7
Other,1
Multi-lang,75
Other,16
Other,8
Other,4
Other,3
Multi-lang,108
Other,1
Multi-lang,63
Other,16
Multi-lang,19
Multi-lang,115
Other,1
Other,0
Multi-lang,4
Other,1
Other,1
Other,1
Other,1
Other,18
Other,6
Other,14
Other,1
Other,5
Other,49
Other,1
Multi-lang,28
Other,2
Multi-lang,13
Other,3
Other,1
Multi-lang,85
Other,0
Other,5
Other,55
Multi-lang,6
Other,0
Other,0
Other,2
Multi-lang,24
Other,1
Multi-lang,44
Other,116
Other,1
Multi-lang,2896
Multi-lang,301
Multi-lang,70
Multi-lang,10386
Other,10
Other,3
Other,13
Other,0
Other,2
Other,2
Other,1
Other,1
Other,5
Other,2
Other,2
Other,0
Other,14
Other,0
Other,6
Other,28
Other,6
Other,9
Other,60
Other,1
Other,24
Other,14
Other,94
Other,361
Other,2
Other,22
Other,0
Other,0
Other,1
Other,0
Other,0
Other,2
Other,2
Other,85
Other,0
Other,1760
Other,3
Multi-lang,10
Other,2
Other,21
Other,0
Multi-lang,0
Other,1
Other,0
Other,1
Other,247
Other,15
Other,39
Multi-lang,16
Other,14
Multi-lang,4
Other,0
Other,1
Other,2
Other,1
Other,0
Other,3
Other,0
Other,2
Other,88
Multi-lang,1
Other,2
Other,1
Other,5
Other,0
Multi-lang,13
Multi-lang,9
Multi-lang,11
Multi-lang,11
Other,1
Multi-lang,0
Multi-lang,0
Other,1
Other,32
Other,2963
Other,7
Multi-lang,1
Other,27
Multi-lang,186
Multi-lang,2
Other,14
Other,3
Other,3
Multi-lang,9
Other,5
Multi-lang,0
Other,0
Other,64
Other,3
Multi-lang,9
Multi-lang,9
Other,3
Multi-lang,42
Multi-lang,0
Multi-lang,22
Other,1
Other,9
Multi-lang,21
Other,10
Other,0
Other,10
Multi-lang,1
Other,44
Other,1
Multi-lang,30
Other,14
Other,5
Multi-lang,276
Other,0
Other,0
Multi-lang,3
Other,13
Multi-lang,23
Other,0
Multi-lang,1
Other,56
Other,6
Other,2
Multi-lang,1585
Other,0
Other,2
Other,0
Other,26
Other,1
Other,2
Other,3
Other,1
Other,0
Other,2
Other,3
Other,217
Other,2
Other,0
Other,2
Other,1
Other,0
Other,2
Other,456
Other,0
Multi-lang,1
Multi-lang,0
Multi-lang,0
Other,115
Other,0
Other,0
Multi-lang,3
Other,0
Multi-lang,0
Multi-lang,3
Multi-lang,11
Other,0
Other,0
Other,2
Other,4
Multi-lang,92
Other,3
Other,12
Other,2
Other,2
Other,11
Other,0
Other,1
Other,11
Multi-lang,6
Other,6
Other,2
Other,3
Multi-lang,1
Other,0
Multi-lang,263
Other,612
Multi-lang,39
Other,0
Other,0
Other,89
Other,3
Other,7
Other,6
Other,14
Other,39
Other,16
Multi-lang,115
Multi-lang,10
Other,0
Other,2
Other,23
Other,15
Other,0
Other,27
Other,62
Other,0
Other,0
Other,5
Other,126
Other,44
Other,29
Other,2
Other,0
Other,0
Other,2
Other,0
Other,2
Other,0
Other,0
Other,0
Other,172
Other,2
Other,0
Other,1
Other,1
Other,0
Other,18
Other,17
Other,1
Multi-lang,0
Other,9
Other,18
Other,1
Multi-lang,1
Multi-lang,31
Multi-lang,1
Multi-lang,6
Multi-lang,1
Other,0
Other,0
Other,0
Other,0
Other,0
Other,2
Other,0
Other,19
Other,9
Other,91
Other,2
Other,2
Other,1
Other,0
Other,0
Multi-lang,16
Other,50
Other,1
Other,4
Other,0
Other,9
Multi-lang,1
Other,0
Other,10
Multi-lang,10
Other,1
Other,20
Other,5
Other,0
Multi-lang,8
Other,2
Multi-lang,176
Multi-lang,0
Other,0
Other,2
Other,10
Other,1
Other,0
Other,0
Other,18
Other,2
Other,0
Multi-lang,3
Other,0
Multi-lang,186
Multi-lang,202
Other,208
Other,1
Other,1
Other,2
Other,21
Other,29
Multi-lang,40
Other,3
Other,1
Other,2
Other,0
Other,1
Other,1
Other,2
Other,0
Other,7
Other,1
Other,20
Other,0
Other,4
Other,3
Other,4152
Other,17
Other,0
Other,1
Other,14
Other,0
Other,6
Other,0
Other,11
Other,2
Other,3
Other,73
Other,1
Other,8
Other,2
Other,0
Other,296
Other,3444
Other,26
Other,4
Other,0
Other,3360
Other,0
Multi-lang,60
Multi-lang,7
Other,12
Multi-lang,12
Other,7
Multi-lang,36
Other,6
Multi-lang,31
Multi-lang,41
Multi-lang,4
Multi-lang,13
Multi-lang,5
Other,1
Multi-lang,10
Other,23
Other,42
Other,2
Multi-lang,3
Other,40
Other,1
Other,4
Other,14
Other,26
Other,145
Other,2608
Other,2
Other,144
Other,2559
Other,1
Multi-lang,16
Other,4
Multi-lang,1
Other,5
Other,1
Other,11
Multi-lang,5
Other,61
Other,0
Other,39
Other,2321
Multi-lang,38
Other,2104
Other,33
Multi-lang,0
Multi-lang,52
Multi-lang,24
Other,8
Other,1
Multi-lang,51
Multi-lang,8
Multi-lang,82
Other,8
Multi-lang,7
Other,0
Other,20
Multi-lang,9
Other,89
Other,13
Multi-lang,0
Multi-lang,0
Other,0
Other,0
Other,2
Other,1
Other,10
Other,0
Other,3
Other,9
Other,0
Other,2
Multi-lang,1
Other,0
Other,2
Other,15
Other,21
Other,0
Other,0
Other,4
Other,0
Other,2
Other,0
Other,0
Other,0
Other,0
Other,2
Other,2
Other,5
Other,5
Multi-lang,12
Other,0
Other,2
Other,9
Other,2
Other,2
Other,2
Other,1
Other,2
Other,0
Other,1
Multi-lang,1
Multi-lang,17
Other,2
Other,22
Multi-lang,116
Other,45
Other,7
Other,3
Multi-lang,26
Other,0
Multi-lang,353
Multi-lang,16
Other,18
Other,4
Other,3
Other,0
Multi-lang,43
Other,110
Other,9
Other,7
Other,23
Other,9
Other,2
Multi-lang,45
Multi-lang,6
Multi-lang,11
Multi-lang,49
Other,43
Other,2
Other,3
Other,0
Other,0
Multi-lang,190
Other,0
Other,0
Other,2
Multi-lang,12
Other,2
Other,2
Other,1
Other,12
Other,4
Other,0
Other,2
Other,9
Multi-lang,25
Multi-lang,8
Other,0
Other,33
Other,2
Multi-lang,0
Multi-lang,5
Multi-lang,1
Other,0
Other,6
Other,2
Other,10
Multi-lang,4
Other,2
Other,0
Other,3
Other,2
Other,86
Other,18
Other,7467
Other,1
Other,12
Other,11
Other,0
Other,6
Other,2
Other,12
Other,2
Other,2
Multi-lang,58
Multi-lang,6
Multi-lang,8
Other,4
Other,0
Other,15
Other,12
Other,47
Other,17
Other,6
Other,12
Other,1
Other,3
Other,2
Other,1
Multi-lang,0
Other,2
Other,3
Multi-lang,276
Other,3
Other,13
Other,1
Other,9
Other,1
Other,6
Other,4
Other,0
Other,1
Other,12
Other,2
Other,14
Other,8
Multi-lang,27
Other,0
Other,8
Other,4
Other,4
Other,0
Other,3
Other,11
Multi-lang,13
Other,2
Other,1
Multi-lang,1
Other,3
Other,0
Other,2
Other,1
Other,1
Other,3
Other,2
Other,2
Other,0
Other,1
Other,0
Other,0
Other,1
Other,143
Multi-lang,2
Multi-lang,10
Other,10
Other,14
Other,10
Other,7
Other,4
Multi-lang,3
Other,28
Other,5
Other,10
Other,1
Other,3
Other,0
Other,1
Other,3
Other,3
Other,1
Other,12
Other,1
Other,21
Multi-lang,5
Other,0
Other,6
Other,1
Other,10
Other,1
Other,3
Other,1
Other,1
Other,35
Other,28
Other,17
Other,33
Other,82
Other,28
Multi-lang,45
Multi-lang,79
Other,58
Other,44
Other,29
Multi-lang,11
Multi-lang,4
Multi-lang,18
Multi-lang,13
Other,1
Other,5
Other,1
Other,21
Other,8
Other,6
Other,51
Other,30
Other,131
Other,131
Other,129
Other,116
Other,93
Other,127
Other,126
Other,27
Other,868
Other,89
Other,11
Other,19
Other,19
Other,19
Other,19
Other,19
Other,0
Other,225
Other,0
Other,1
Other,1
Other,0
Other,5
Other,15
Other,14
Other,12
Other,5
Other,98
Other,24
Other,8
Multi-lang,527
Multi-lang,491
Multi-lang,518
Other,0
Other,0
Other,19
Other,9
Other,20
Other,2201
Other,34
Other,91
Other,164
Other,53
Other,0
Other,33
Other,1039
Multi-lang,8
Other,1
Other,24
Other,0
Other,3
Other,1
Other,1
Multi-lang,10
Other,92
Other,10
Other,4
Other,286
Other,3
Other,2
Other,2
Other,2
Other,0
Other,6
Other,1
Other,10
Other,1
Other,1
Other,89
Other,2
Other,747
Other,6
Other,5
Other,174
Other,16
Other,0
Other,486
Other,121
Other,356
Other,9
Multi-lang,93
Other,1
Other,0
Other,1
Other,0
Multi-lang,0
Other,2
Other,0
Multi-lang,84
Multi-lang,93
Other,1
Other,1
Other,0
Other,1
Other,1
Other,0
Other,1
Other,1
Other,0
Other,1
Other,2709
Other,4
Other,3
Multi-lang,10
Other,10
Other,2399
Other,6
Other,62
Other,28
Multi-lang,39
Other,1
Other,1
Other,216
Other,5
Other,14
Other,0
Other,3
Other,3
Multi-lang,196
Multi-lang,53
Other,1
Other,9
Other,7
Multi-lang,1328
Other,5
Other,6
Other,1121
Other,52
Multi-lang,1265
Multi-lang,481
Other,10
Other,3
Other,66
Other,51
Other,12
Other,544
Other,258
Multi-lang,108
Other,108
Other,47
Other,0
Multi-lang,82
Multi-lang,4
Multi-lang,146
Other,15
Other,40
Multi-lang,179
Other,3
Other,10
Other,4
Other,61
Multi-lang,100
Other,1
Other,0
Other,1
Other,8
Other,213
Multi-lang,74
Other,1
Other,3
Multi-lang,4
Other,2
Other,0
Other,1
Other,205
Multi-lang,14
Other,9
Other,0
Other,1
Other,4
Other,1
Multi-lang,3
Other,10
Other,4
Multi-lang,26
Multi-lang,3
Multi-lang,27
Other,1
Other,16
Other,4
Multi-lang,288
Multi-lang,69
Multi-lang,2161
Other,2
Other,3
Other,4
Other,1
Other,0
Other,0
Other,0
Multi-lang,22
Multi-lang,20
Other,13
Other,0
Multi-lang,12
Multi-lang,205
Multi-lang,2
Other,3
Multi-lang,200
Other,73
Multi-lang,261
Multi-lang,42
Other,285
Other,13
Multi-lang,234
Multi-lang,359
Multi-lang,265
Multi-lang,276
Other,1
Other,5
Other,23
Multi-lang,50
Other,35
Other,22
Other,4
Other,49
Other,16
Multi-lang,5
Other,905
Multi-lang,321
Multi-lang,366
Other,3
Multi-lang,165
Multi-lang,151
Multi-lang,2332
Other,90
Other,2096
Multi-lang,2281
Multi-lang,896
Multi-lang,234
Other,115
Multi-lang,1199
Multi-lang,1126
Other,916
Multi-lang,72
Multi-lang,933
Multi-lang,299
Multi-lang,599
Multi-lang,3
Multi-lang,5
Multi-lang,121
Other,0
Other,1
Multi-lang,2
Multi-lang,1334
Multi-lang,2
Multi-lang,78
Other,3
Multi-lang,65
Multi-lang,12
Multi-lang,330
Multi-lang,40
Multi-lang,27
Multi-lang,155
Multi-lang,151
Multi-lang,193
Other,9
Multi-lang,55
Multi-lang,1061
Other,10
Multi-lang,150
Other,100
Multi-lang,5
Other,1068
Other,717
Multi-lang,78
Other,6300
Multi-lang,520
Multi-lang,467
Multi-lang,376
Multi-lang,693
Multi-lang,524
Other,109
Multi-lang,2618
Multi-lang,56
Multi-lang,23
Multi-lang,35
Other,53
Multi-lang,1339
Multi-lang,2156
Other,1
Other,2895
Multi-lang,305
Multi-lang,406
Other,90
Multi-lang,168
Other,86
Multi-lang,1
Other,310
Multi-lang,78
Multi-lang,5
Multi-lang,259
Multi-lang,59
Other,184
Multi-lang,426
Other,44
Multi-lang,1464
Multi-lang,161
Other,41
Other,6
Other,42
Multi-lang,472
Other,5
Other,292
Other,143
Multi-lang,156
Other,24
Multi-lang,154
Other,5
Multi-lang,8
Multi-lang,29
Other,217
Other,4
Other,75
Multi-lang,2810
Multi-lang,180
Other,12
Other,3513
Other,3
Other,10
Other,1
Other,35
Other,8
Other,8
Multi-lang,16
Other,1
Other,2
Multi-lang,55
Other,511
Other,4
Multi-lang,93
Multi-lang,420
Other,13
Other,14
Other,0
Other,2
Multi-lang,1555
Other,158
Other,35
Multi-lang,144
Multi-lang,141
Other,61
Other,70
Other,55
Multi-lang,2
Multi-lang,48
Multi-lang,81
Other,16
Other,17
Other,5
Multi-lang,468
Other,464
Multi-lang,57
Other,312
Multi-lang,435
Multi-lang,3643
Other,0
Multi-lang,1072
Multi-lang,3
Multi-lang,40
Other,4
Multi-lang,51
Multi-lang,24
Other,1
Other,4
Other,22
Multi-lang,37
Other,990
Multi-lang,1012
Other,91
Multi-lang,4
Multi-lang,288
Other,9
Multi-lang,20
Other,10695
Other,2
Other,10
Other,19595
Multi-lang,592
Multi-lang,50
Other,5
Other,16
Other,6
Multi-lang,555
Multi-lang,2310
Multi-lang,120
Other,4898
Multi-lang,2193
Other,8
Other,19
Other,17
Multi-lang,145
Other,5
Other,2
Multi-lang,1436
Other,115
Other,2
Other,185
Other,702
Other,24
Other,14
Multi-lang,960
Other,3
Other,1566
Other,0
Multi-lang,569
Multi-lang,53
Other,0
Multi-lang,187
Other,3
Other,222
Multi-lang,46
Multi-lang,929
Other,0
Other,4
Multi-lang,144
Other,102
Multi-lang,397
Other,40
Other,3252
Multi-lang,36
Multi-lang,18
Multi-lang,5
Other,3
Multi-lang,327
Multi-lang,76
Other,1
Other,1
Other,128
Other,21
Other,19
Multi-lang,120
Other,16
Multi-lang,53
Multi-lang,7
Multi-lang,135
Other,143
Other,12
Multi-lang,87
Other,9
Multi-lang,705
Multi-lang,39
Other,0
Multi-lang,38
Multi-lang,189
Multi-lang,244
Multi-lang,342
Multi-lang,282
Multi-lang,520
Other,394
Multi-lang,462
Other,1
Other,2
Other,14
Multi-lang,673
Multi-lang,4
Other,1
Other,1
Multi-lang,275
Other,7
Multi-lang,50
Other,3
Multi-lang,60
Multi-lang,14
Multi-lang,8
Multi-lang,77
Multi-lang,628
Multi-lang,7
Multi-lang,30
Multi-lang,717
Multi-lang,170
Other,832
Multi-lang,470
Multi-lang,376
Other,100
Multi-lang,4
Other,495
Multi-lang,312
Multi-lang,54
Other,12
Multi-lang,14
Multi-lang,244
Other,36
Multi-lang,63
Other,50
Multi-lang,141
Multi-lang,7
Multi-lang,55
Other,3
Multi-lang,90
Multi-lang,2
Multi-lang,4
Other,143
Multi-lang,17
Multi-lang,23
Multi-lang,212
Multi-lang,141
Multi-lang,62
Other,126
Other,22
Other,2
Multi-lang,17
Other,6
Multi-lang,157
Multi-lang,260
Other,29
Other,9
Other,0
Multi-lang,113
Other,22
Multi-lang,27
Other,1
Other,17
Other,53
Multi-lang,52
Other,78
Multi-lang,10
Multi-lang,25
Multi-lang,354
Other,1053
Multi-lang,86
Multi-lang,63
Multi-lang,52
Other,378
Multi-lang,496
Other,2
Other,15
Multi-lang,617
Multi-lang,171
Multi-lang,5
Multi-lang,5
Other,1
Other,0
Multi-lang,62
Multi-lang,12
Multi-lang,207
Other,8
Other,0
Multi-lang,164
Other,2377
Other,72
Other,26
Multi-lang,20
Multi-lang,153
Other,101
Multi-lang,78
Other,1
Other,61
Multi-lang,397
Multi-lang,1340
Other,1714
Other,832
Other,659
Multi-lang,922
Multi-lang,9
Multi-lang,29
Multi-lang,85
Other,1
Multi-lang,284
Other,155
Multi-lang,47
Other,1
Other,5
Other,2
Other,2
Other,1
Other,2
Other,1
Multi-lang,8
Other,3
Multi-lang,19
Multi-lang,22
Other,28
Other,3
Multi-lang,4
Other,3
Other,3
Other,1
Other,96
Other,52
Multi-lang,0
Multi-lang,20
Multi-lang,24
Multi-lang,72
Other,1
Multi-lang,0
Other,24
Other,0
Other,425
Other,0
Multi-lang,0
Other,1
Other,1
Other,19
Other,259
Multi-lang,2
Multi-lang,103
Other,1
Multi-lang,245
Other,3
Multi-lang,612
Multi-lang,237
Other,5
Multi-lang,14
Other,0
Other,3
Multi-lang,0
Multi-lang,92
Multi-lang,14
Multi-lang,593
Multi-lang,292
Multi-lang,41
Multi-lang,35
Other,9
Other,1
Multi-lang,6
Other,0
Other,3
Other,83
Other,12
Multi-lang,227
Other,53
Other,42
Multi-lang,23
Other,1
Other,12
Other,1
Other,0
Other,1
Multi-lang,14
Other,0
Other,0
Other,3
Multi-lang,102
Other,513
Multi-lang,2
Multi-lang,14
Multi-lang,208
Other,6
Other,29
Other,144
Other,198
Multi-lang,134
Multi-lang,73
Other,1
Multi-lang,6
Other,3
Multi-lang,13
Multi-lang,75
Multi-lang,33
Other,74
Other,0
Other,6
Multi-lang,1086
Other,147
Other,2
Other,98
Other,37
Multi-lang,83
Multi-lang,25
Multi-lang,16
Other,0
Other,1
Other,4
Other,10
Other,15
Other,1
Other,14
Other,11
Multi-lang,235
Multi-lang,521
Multi-lang,3
Other,0
Other,1
Other,1
Other,2
Other,4
Other,6
Other,0
Other,8
Multi-lang,24
Other,18
Multi-lang,14
Other,5
Other,4
Other,5
Other,4
Other,3
Multi-lang,24
Other,171
Other,1
Other,2
Other,0
Other,45
Other,11
Other,9
Other,2
Other,76
Multi-lang,115
Other,13
Multi-lang,130
Multi-lang,169
Multi-lang,141
Other,108
Other,163
Multi-lang,68
Multi-lang,284
Other,3
Other,102
Multi-lang,140
Multi-lang,93
Other,159
Multi-lang,100
Multi-lang,0
Multi-lang,2
Multi-lang,114
Other,240
Multi-lang,16
Other,9
Multi-lang,325
Multi-lang,32
Multi-lang,441
Other,1
Other,43
Multi-lang,81
Multi-lang,22
Other,9
Multi-lang,193
Multi-lang,177
Multi-lang,15
Other,2
Other,1
Other,2
Other,2
Other,37
Other,5
Multi-lang,159
Other,84
Other,47
Other,291
Multi-lang,3
Multi-lang,162
Other,47
Multi-lang,350
Multi-lang,1
Other,4
Multi-lang,9
Multi-lang,57
Other,2
Multi-lang,18
Other,8
Other,1
Multi-lang,209
Multi-lang,206
Multi-lang,3
Multi-lang,75
Multi-lang,195
Multi-lang,0
Multi-lang,144
Multi-lang,164
Multi-lang,0
Other,1
Multi-lang,21
Other,2
Other,2
Multi-lang,27
Multi-lang,366
Multi-lang,117
Other,38
Other,41
Multi-lang,38
Other,20
Multi-lang,84
Multi-lang,13
Other,274
Multi-lang,157
Multi-lang,44
Multi-lang,45
Other,4
Other,1
Other,102
Other,1
Multi-lang,3
Other,31
Other,3
Other,10
Other,31
Other,10
Multi-lang,5
Other,3
Other,11
Multi-lang,38
Other,236
Multi-lang,144
Multi-lang,1
Multi-lang,219
Other,20
Other,124
Other,73
Multi-lang,70
Multi-lang,208
Other,2
Other,4
Other,3
Multi-lang,4
Multi-lang,45
Other,1
Other,7
Multi-lang,12
Other,18
Other,21
Other,8
Multi-lang,7
Other,3
Other,7
Other,5
Multi-lang,11
Other,3
Multi-lang,1
Other,76
Multi-lang,390
Multi-lang,432
Other,2
Other,0
Other,52
Other,1
Other,125
Other,16
Multi-lang,103
Multi-lang,2
Multi-lang,12
Multi-lang,0
Other,13
Multi-lang,227
Other,6
Other,0
Other,3
Multi-lang,65
Multi-lang,200
Multi-lang,0
Multi-lang,5
Other,3
Other,2
Other,3
Multi-lang,213
Other,3
Multi-lang,590
Multi-lang,29
Multi-lang,125
Other,6
Other,4
Other,42
Multi-lang,90
Multi-lang,0
Other,1
Other,58
Other,0
Other,11
Other,19
Multi-lang,29
Other,0
Other,2
Multi-lang,25
Other,12
Multi-lang,560
Multi-lang,367
Other,11
Other,8
Multi-lang,8
Multi-lang,82
Multi-lang,74
Other,82
Multi-lang,12
Other,28
Multi-lang,130
Other,6
Other,24
Multi-lang,121
Multi-lang,209
Multi-lang,0
Other,0
Other,6
Multi-lang,321
Multi-lang,34
Multi-lang,100
Multi-lang,10
Multi-lang,162
Multi-lang,108
Other,24
Other,1
Multi-lang,86
Multi-lang,30
Multi-lang,346
Multi-lang,442
Multi-lang,342
Multi-lang,19
Multi-lang,172
Multi-lang,254
Multi-lang,38
Multi-lang,28
Multi-lang,0
Multi-lang,114
Multi-lang,94
Multi-lang,13
Other,0
Other,71
Multi-lang,104
Other,33
Multi-lang,182
Other,1
Multi-lang,82
Multi-lang,50
Other,8
Multi-lang,173
Multi-lang,21
Multi-lang,7
Other,12
Multi-lang,71
Multi-lang,46
Other,3
Multi-lang,7
Other,0
Other,11
Multi-lang,188
Other,48
Other,11
Multi-lang,155
Multi-lang,37
Other,198
Other,29
Multi-lang,11
Multi-lang,112
Other,9
Multi-lang,47
Other,96
Multi-lang,139
Other,48
Other,27
Other,48
Multi-lang,465
Multi-lang,5
Other,5
Multi-lang,66
Multi-lang,0
Other,809
Other,42
Multi-lang,21
Multi-lang,313
Other,4
Multi-lang,11
Other,1
Other,929
Multi-lang,60
Other,5
