commit type,deleted lines count
Other,1
Other,2
Other,1
Other,1
Other,26
Other,1
Other,10
Other,1
Other,1
Other,3
Other,1
Other,7
Other,0
Other,1
Other,4
Other,0
Multi-lang,11
Other,2
Other,1
Other,3
Multi-lang,2614
Other,2
Multi-lang,8
Other,102
Other,83
Other,30
Multi-lang,319
Other,4
Other,0
Other,1
Other,1
Other,1
Other,1
Other,2
Multi-lang,2
Other,23
Other,0
Other,12
Other,6
Other,3
Multi-lang,2
Other,15
Other,46
Other,1
Other,4
Other,4
Other,15
Other,7
Other,2
Other,23
Other,186
Other,213
Other,0
Other,23
Other,1
Other,15
Other,35
Other,7
Other,13
Other,2
Other,24
Other,1
Multi-lang,4
Other,39
Other,3
Multi-lang,686
Other,18
Other,1
Other,1
Other,3
Other,1
Other,6
Other,1
Other,28
Other,3
Other,1
Other,0
Other,2
Other,1
Other,1
Other,1
Other,0
Other,5
Other,1
Other,8
Other,1
Other,5
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,2
Other,1
Other,3
Other,1
Other,1
Other,2
Other,5
Other,1
Other,0
Other,93
Other,52
Other,21
Other,6
Multi-lang,22
Other,6
Other,104
Other,1
Other,6
Other,0
Other,1
Other,0
Other,35
Other,4
Other,1
Other,2
Other,8
Other,1
Other,2
Other,1
Other,1
Other,1
Other,25
Other,1
Other,24
Other,1
Other,0
Other,118
Other,46
Other,18
Other,3
Other,1
Other,1
Other,1
Other,1
Other,155
Other,1
Other,11
Other,7
Other,248
Other,1
Other,21
Other,22
Other,1
Other,1
Other,3
Other,2
Other,1
Other,1
Other,1
Other,17
Other,0
Other,1
Other,9
Other,9
Other,7
Other,2
Other,1
Other,3
Other,32
Other,79
Other,4
Other,6
Other,1
Other,11
Other,6
Other,5
Other,3
Other,1
Other,0
Other,1
Other,1
Other,13
Other,1
Other,2
Other,1
Multi-lang,24
Other,1
Other,5
Other,1
Other,9
Other,1
Other,797
Other,1
Other,1
Other,0
Other,5
Other,1
Other,9
Other,1
Other,20
Other,1
Multi-lang,2
Other,1
Other,0
Other,29
Other,1
Other,2
Other,1
Other,507
Other,1
Other,0
Other,382
Other,2
Other,1
Other,0
Other,1
Other,8
Other,1
Other,7
Other,1
Other,1
Other,11
Other,2
Other,7
Other,1
Other,0
Other,0
Other,1
Other,5
Other,161
Other,1
Other,7
Other,1
Other,1
Other,7
Other,1
Other,0
Other,0
Other,1
Other,23
Other,6
Other,1
Other,3
Other,1
Other,6
Other,1
Other,1
Other,1
Other,0
Other,1
Other,5
Multi-lang,6
Other,188
Other,108
Other,436
Other,3
Other,15
Other,1
Other,34
Other,1
Other,0
Other,126
Other,30
Other,1
Other,0
Other,1
Other,2
Other,23
Other,6
Other,1
Other,8
Other,9
Other,2
Other,1
Other,6
Other,7
Other,16
Other,6
Other,4
Other,1
Other,0
Other,2
Other,64
Other,1
Other,2
Other,9
Other,14
Other,1
Other,7
Other,1
Other,6
Other,0
Other,1
Other,1
Other,5
Other,3
Other,4
Other,1
Other,4
Other,1
Other,0
Other,1
Other,1
Other,1
Other,6
Other,1
Other,4
Other,1
Other,4
Other,2
Other,1
Other,1
Multi-lang,6
Other,0
Other,5
Other,1
Other,2
Other,1
Other,110
Other,1
Other,1
Other,2
Other,6
Other,1
Other,4
Other,0
Other,1
Other,8
Other,1
Other,2
Other,1
Multi-lang,28
Other,4
Other,26
Other,53
Other,19
Other,18
Multi-lang,16
Other,1
Other,0
Other,0
Other,3
Other,0
Other,4
Other,4
Other,1
Other,1
Other,0
Other,41
Other,60
Other,40
Other,1
Other,3
Other,1
Other,1
Other,1
Other,1
Other,4
Other,1
Multi-lang,21
Other,12
Multi-lang,27
Other,8
Other,4
Multi-lang,1
Other,3
Other,0
Multi-lang,360
Other,15
Other,1
Multi-lang,3
Other,118
Other,3
Other,0
Other,65
Other,1
Other,30
Other,1
Multi-lang,95
Other,2
Other,32
Multi-lang,49
Other,1
Other,57
Multi-lang,72
Other,9
Other,1
Other,1
Other,16
Other,1
Other,61
Other,1
Other,2
Other,6
Other,1
Multi-lang,1934
Other,124
Other,1
Other,0
Other,0
Other,0
Other,1
Multi-lang,8
Other,3
Other,3
Other,1
Other,1
Other,3
Other,3
Other,1
Other,1
Other,1
Multi-lang,2
Other,1
Other,3
Other,1
Other,1
Other,1
Multi-lang,83
Other,1
Other,7
Other,1
Other,3
Other,1
Multi-lang,23
Other,1
Other,0
Other,1
Multi-lang,8
Other,1
Other,2
Other,1
Multi-lang,45
Other,0
Other,1
Other,6
Other,1
Other,0
Other,1
Other,3
Other,155
Other,1
Other,210
Other,1
Other,1
Other,1
Other,6
Other,1
Other,0
Other,0
Other,1
Other,1
Other,4
Other,1
Other,2
Other,1
Other,0
Other,3
Other,3
Other,1
Other,4
Other,1
Other,4
Other,1
Other,5
Other,1
Other,6
Other,1
Other,27
Other,1
Other,1
Other,3
Other,0
Other,1
Other,5
Other,1
Other,15
Other,1
Other,1
Other,1
Multi-lang,5
Other,1
Other,2
Other,1
Other,11
Other,1
Other,1
Other,1
Other,1
Other,10
Other,1
Multi-lang,247
Other,1
Other,3
Other,1
Other,0
Other,1
Other,0
Other,0
Other,1
Other,1
Other,1
Other,11
Other,1
Multi-lang,120
Other,1
Other,30
Other,1
Other,16
Other,1
Other,7
Other,1
Other,329
Other,1
Other,1
Other,834
Other,3
Other,188
Other,0
Other,1
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,0
Other,1
Other,3
Other,3
Other,0
Other,1
Other,1
Other,1
Other,8
Other,1
Other,13
Other,1
Other,1
Other,1
Other,0
Other,0
Other,2
Other,1
Other,1
Other,2
Other,2
Other,1
Other,2
Other,1
Other,0
Other,42
Other,1
Other,41
Other,39
Other,93
Other,2
Other,1
Other,242
Other,1
Other,1
Other,0
Other,1
Other,1
Other,2
Other,2
Other,4
Other,3
Other,1
Other,0
Other,14
Other,2
Other,1
Other,0
Other,18
Other,7
Other,1
Other,1
Other,1
Other,5
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,1
Other,27
Other,24
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,1
Other,2
Other,3
Other,2
Other,0
Other,1
Other,1
Other,1
Other,1
Multi-lang,139
Other,1
Other,0
Other,1
Other,42
Other,4
Other,1
Other,1
Other,47
Other,1
Other,0
Other,1
Other,9
Other,1
Other,17
Other,1
Other,8
Other,1
Other,17
Other,1
Other,1
Other,1
Other,6
Other,1
Other,2
Other,2
Other,1
Other,13
Other,29
Other,2
Other,4
Other,2
Other,0
Other,40
Other,144
Multi-lang,913
Other,1
Other,63
Other,2
Other,0
Other,11
Multi-lang,122
Other,2
Other,2
Other,1
Other,1
Other,34
Other,2
Other,0
Multi-lang,118
Other,26
Other,1
Other,1
Other,1
Other,90
Other,1
Other,4
Other,1
Other,7
Other,2
Other,5
Other,74
Other,13
Other,0
Other,1
Other,3
Other,0
Other,0
Multi-lang,582
Other,1
Other,1
Other,1
Other,1
Multi-lang,65
Other,0
Other,2
Other,0
Other,1
Other,1
Other,1
Other,1
Other,1
Multi-lang,407
Other,1
Other,3
Other,2
Other,1
Multi-lang,35
Other,1
Multi-lang,69
Other,1
Other,1
Other,2
Other,1
Other,2
Multi-lang,143
Other,1
Multi-lang,1
Other,1
Other,20
Other,1
Other,40
Other,1
Other,280
Other,1
Other,2
Other,1
Multi-lang,27
Other,1
Other,1
Other,0
Other,0
Other,1
Multi-lang,55
Other,1
Other,24
Other,1
Other,10
Multi-lang,65
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,2
Other,1
Other,1
Other,1
Other,1
Other,3
Other,2
Other,2
Other,0
Other,2
Other,68
Other,4
Other,3
Other,47
Other,1
Other,0
Other,4
Other,13
Other,2
Multi-lang,1692
Other,3
Other,1
Other,30
Other,4
Other,31
Other,0
Other,4
Other,1
Multi-lang,1884
Other,2
Other,1
Other,0
Other,0
Other,0
Other,2
Other,15
Other,58
Other,1
Other,2
Other,1
Other,2
Other,2
Multi-lang,204
Other,1
Other,7
Other,1
Other,23
Other,1
Other,0
Other,1
Multi-lang,485
Other,1
Other,5
Other,1
Multi-lang,8
Other,0
Other,0
Other,35
Other,1
Other,2
Other,1
Multi-lang,27
Other,2
Other,1
Other,2
Other,1
Other,47
Other,2
Other,3
Other,1
Other,12
Other,1
Other,1
Other,88
Other,1
Other,1
Other,51
Other,1
Multi-lang,436
Other,1
Other,400
Other,1
Other,6
Other,35
Other,1
Multi-lang,492
Other,4
Other,1
Other,0
Other,1
Other,7
Other,2
Multi-lang,360
Other,0
Other,0
Other,106
Other,0
Multi-lang,9
Other,0
Other,34
Other,1
Other,3
Other,0
Other,2
Other,1
Other,7
Other,0
Other,8
Other,1
Other,165
Other,0
Other,54
Other,1
Other,46
Other,2
Other,470
Other,0
Multi-lang,702
Other,2
Other,1
Other,3
Other,1
Other,1
Other,1
Other,1
Other,11
Other,4
Other,0
Other,1
Other,3
Other,10
Other,1
Other,3
Other,0
Other,41
Other,1
Other,1
Multi-lang,37
Other,1
Other,4
Multi-lang,20
Multi-lang,297
Other,1
Other,0
Other,27
Other,2
Other,10
Other,3
Other,0
Other,1
Other,1
Other,3
Other,12
Other,1
Other,1
Other,24
Other,4
Other,1
Other,0
Other,19
Other,1
Other,17
Other,6
Other,14
Other,1
Other,4
Other,1
Other,126
Other,2
Other,2
Other,1
Other,2
Other,13
Other,1
Other,2
Other,1
Other,4
Other,1
Multi-lang,6
Multi-lang,321
Other,0
Other,3
Other,6
Other,8
Multi-lang,31
Other,1
Other,2
Other,2
Other,2
Other,1
Other,2
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,2
Other,1
Other,1
Other,1
Other,4
Other,1
Other,5
Other,1
Other,1
Other,1
Other,55
Other,1
Other,24
Other,1
Other,2
Other,1
Other,0
Other,3
Other,4
Other,1
Other,4
Other,1
Other,0
Multi-lang,35
Multi-lang,7
Other,7
Other,16
Other,109
Other,5
Other,1
Other,1
Other,1
Other,1
Other,1
Other,0
Other,0
Other,1
Other,1
Other,1
Other,5
Other,3
Other,1
Other,12
Other,1
Other,1
Other,2
Other,2
Other,1
Multi-lang,66
Other,1548
Other,3
Other,1
Other,1
Other,1
Other,6
Other,1
Other,18
Other,1
Other,0
Other,25
Other,11
Other,4
Other,6
Other,3
Multi-lang,34
Multi-lang,348
Other,1
Other,1
Other,6
Other,1
Multi-lang,25
Other,2
Other,0
Other,6
Multi-lang,53
Other,60
Other,1
Other,3
Other,2
Other,3
Other,4
Other,1
Other,1
Other,1
Other,1
Other,1
Other,1
Other,4
Other,1
Other,11
Other,1
Other,14
Other,1
Other,0
Other,1
Other,1
Other,1
Other,1
Other,9
Other,4
Other,4
Other,93
Other,2
Other,6
Other,3
Other,6
Other,1
Multi-lang,28
Other,16
Other,4
Other,5
Multi-lang,56492
Other,1
Other,1
Other,10
Other,0
Other,5
Other,2
Other,15
Other,1
Other,5
Other,1
Other,3
Other,1
Other,1
Other,41
Other,1
Other,31
Other,9
Other,1
Other,3
Other,42
Other,1
Other,4
Other,2
Other,1
Other,3
Other,2
Other,1
Multi-lang,8
Other,1
Other,2
Other,1
Other,2
Multi-lang,4
Other,1
Other,8
Other,1
Other,2
Other,1
Other,36
Other,1
Other,1
Other,1
Other,1
Other,0
Other,52
Other,3
Other,1
Other,1
Other,2
Other,10
Other,1
Other,2
Other,1
Other,1
Other,1
Other,5
Other,0
Other,1
Other,2
Multi-lang,14
Multi-lang,80
Other,1
Other,12
Other,4
Other,2
Other,0
Other,4
Multi-lang,364
Other,1
Other,14
Other,1
Other,1
Other,1
Other,4
Other,2
Other,2
Other,22
Other,10
Other,1
Other,34
Other,1
Other,1
Other,1
Other,1
Other,14
Other,1
Other,3
Other,1
Other,0
Other,23
Other,1
Other,18
Other,0
Other,1
Other,2
Other,3
Other,1
Other,1
Other,1
Other,1
Other,6
Other,1
Other,6
Other,1
Other,1
Other,1
Multi-lang,6
Other,1
Other,2
Other,1
Other,2
Other,1
Multi-lang,3
Other,25
Other,38
Other,1
Other,1
Other,1
Other,0
Other,2
Other,10
Other,1
Other,3
Other,32
Other,22
Other,0
Other,0
Other,1
Other,1
Other,1
Other,2
Other,0
Other,0
Other,31
Other,2
Multi-lang,68
Other,3
Other,37
Other,5
Other,34
Multi-lang,22
Other,27
Other,1
Other,0
Other,3
Other,2
Other,7
Other,1
Other,1
Other,2
Other,0
Other,40
Other,25
Other,2
Other,1
Other,1
Other,0
Other,1
Other,2
Other,1
Other,0
Other,0
Other,153
Other,2
Other,1
Other,1
Other,0
Other,3
Multi-lang,2017
Other,4
Multi-lang,4720
Other,6
Multi-lang,873
Other,45
Other,5
Other,1
Other,7
Other,1
Other,27
Other,1
Other,8
Other,18
Other,0
Other,4
Multi-lang,21
Other,4
Other,1
Other,48
Other,16
Other,1
Other,0
Other,0
Other,21
Other,15
Other,1
Other,3
Other,1
Other,1
Other,10
Other,1
Other,4
Other,13
Other,1
Multi-lang,4
Other,1
Other,1
Other,1
Other,1
Other,4
Other,3
Other,55
Other,1
Other,1
Other,56
Multi-lang,28
Other,3
Other,2
Other,7
Other,1
Other,1
Other,3
Other,4
Other,9
Other,16
Other,1
Other,0
Other,0
Other,2
Other,1
Multi-lang,8
Other,10
Other,4
Other,2
Other,0
Other,0
Other,7
Other,3
Other,1
Other,5
Other,0
Other,7
Other,0
Multi-lang,22
Other,1
Other,10
Other,1
Other,3
Other,9
Other,2
Other,0
Other,0
Other,2
Other,25
Other,1
Other,2
Multi-lang,12
Multi-lang,4
Other,1
Multi-lang,41
Other,20
Other,7
Other,11
Other,0
Other,326
Other,341
Other,0
Other,15
Other,1
Other,2
Other,5
Other,4
Other,0
Other,0
Other,0
Other,5
Other,3
Other,2
Other,0
Other,17
Other,2
Other,0
Other,7
Multi-lang,17
Other,5
Other,0
Other,0
Multi-lang,5
Other,10
Other,0
Other,1
Other,1
Other,0
Other,0
Other,6
Other,0
Other,1
Other,1
Other,4
Multi-lang,5
Other,12
Other,1
Other,8
Other,5
Other,14
Other,1
Other,1
Other,5
Other,6
Other,2
Other,1
Other,0
Multi-lang,8
Other,25
Other,2
Other,1
Other,0
Multi-lang,19
Other,6
Other,8
Other,1
Other,0
Other,1
Other,6
Other,6
Other,0
Other,264
Other,36
Other,35
Other,0
Other,25
Other,6
Other,1
Other,4
Other,0
Multi-lang,6
Other,16
Other,1
Other,1
Other,0
Other,0
Other,4
Other,2
Other,14
Other,0
Other,23
Multi-lang,3
Multi-lang,6
Other,23
Other,0
Other,4
Other,7
Other,4
Other,7
Other,24
Other,4
Other,4
Multi-lang,79
Multi-lang,9
Other,0
Other,10
Other,0
Other,2
Other,4
Other,4
Other,22
Other,1
Other,2
Other,19
Other,1
Other,4
Other,3
Other,8
Other,1
Other,0
Other,1
Other,1
Other,4
Other,1
Other,0
Other,3
Other,3
Other,1
Other,11
Other,0
Other,6
Other,3
Other,4
Other,0
Other,16
Other,6
Other,2
Other,0
Other,49
Other,5
Other,3
Other,3
Other,3
Other,1
Other,1
Other,0
Other,1
Other,1
Other,1
Other,0
Other,0
Other,1
Other,1
Other,1
Other,2
Other,3
Other,3
Other,3
Other,0
Other,2
Other,0
Other,1
Other,0
Other,5
Other,5
Other,0
Other,8
Other,8
Other,4
Multi-lang,27
Other,0
Other,0
Other,1
Other,2
Other,0
Other,16
Other,0
Other,1
Other,0
Other,37
Other,155
Other,14
Other,1
Other,2
Other,1
Other,2
Other,53
Multi-lang,31
Multi-lang,25
Other,1
Other,1
Other,2
Multi-lang,28
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,3
Other,1
Other,1
Other,1
Other,6
Other,5
Other,2
Other,1
Other,1
Multi-lang,89
Other,1
Other,1
Other,5
Other,3
Other,3
Other,1
Other,1
Other,4
Multi-lang,6
Other,1
Other,4
Other,3
Other,15
Other,4
Multi-lang,8
Other,1
Multi-lang,4
Other,3
Other,28
Other,2
Other,2
Other,21
Other,1
Other,1
Multi-lang,29
Other,1
Other,0
Other,4
Other,0
Other,45
Multi-lang,42
Multi-lang,514
Other,2
Other,4
Other,8
Other,1
Other,0
Other,0
Other,1
Other,53
Other,2
Other,1
Other,5
Other,0
Other,5
Other,3
Other,1
Other,1
Other,0
Other,2
Other,1
Other,1
Other,0
Other,4
Other,1
Other,13
Other,21
Other,16
Other,11
Other,3
Other,0
Other,2
Other,3
Other,4
Other,4
Other,1
Other,146
Other,39
Other,27
Other,49
Other,61
Other,12
Other,17
Other,5
Other,1
Other,0
Other,10
Other,1
Other,9
Other,3
Other,1
Other,1
Other,0
Other,1
Other,1
Multi-lang,8
Multi-lang,74
Other,3
Other,1
Other,0
Other,1
Other,2
Other,1
Other,2
Other,8
Other,0
Other,2
Other,0
Other,88
Multi-lang,18
Other,0
Other,3
Other,0
Other,4
Other,6
Other,0
Other,0
Other,1
Other,1
Other,1
Other,3
Other,1
Other,139
Other,3
Other,0
Other,0
Other,0
Other,6
Other,11
Other,6
Other,6
Other,1
Other,2
Other,1
Other,2
Other,1
Multi-lang,78
Other,1
Other,4
Other,2
Other,3
Other,1
Other,1
Other,1
Multi-lang,27
Other,4
Other,1
Other,1
Other,2
Other,0
Other,555
Other,0
Other,0
Multi-lang,6600
Other,0
Other,1
Other,1
Other,2
Other,13
Other,2
Other,1
Other,1
Other,1
Other,4
Multi-lang,159
Other,1
Other,1
Other,2
Other,1
Other,1
Other,4
Multi-lang,32
Other,1
Other,1
Other,0
Other,0
Multi-lang,3
Other,0
Multi-lang,108
Other,1
Other,1
Other,1
Other,1
Other,0
Other,1
Other,0
Other,3
Other,6
Other,0
Other,0
Other,0
Other,1
Other,1
Other,0
Other,3
Other,0
Other,1
Other,14
Other,0
Other,0
Other,1
Other,0
Other,0
Other,8
Other,9
Other,3
Other,1
Other,2
Other,0
Other,3
Other,198
Other,0
Other,3
Other,5
Other,0
Other,54
Other,5
Other,1
Other,1
Multi-lang,3
Other,0
Multi-lang,35
Other,1
Other,1
Other,3
Other,0
Multi-lang,91
Other,1
Other,1
Other,0
Other,0
Other,1
Other,1
Other,0
Other,0
Other,0
Other,86
Other,1
Other,1
Other,47
Other,50
Other,1
Other,616
Other,1
Other,0
Multi-lang,80
Other,3
Other,2
Other,2
Other,1
Other,0
Other,0
Other,1
Other,1
Other,12
Multi-lang,32
Multi-lang,394
Other,3
Other,0
Other,0
Other,1
Other,40
Other,16
Multi-lang,419
Other,1
Other,3
Other,4
Other,14
Other,323
Other,1
Other,1
Other,0
Other,3
Other,0
Other,0
Multi-lang,35
Multi-lang,11
Other,1
Other,1
Other,0
Other,0
Other,0
Other,1
Other,2
Multi-lang,3
Other,1
Other,1
Other,0
Other,4
Other,0
Other,2
Other,1
Other,2
Other,2
Other,1
Other,5
Other,1
Other,87
Other,0
Other,0
Other,13
Other,0
Other,0
Other,52
Other,2
Other,1
Other,0
Other,0
Other,0
Other,1
Other,1
Other,0
Other,0
Other,10
Other,6
Other,13
Other,3
Other,2
Other,20
Other,1
Other,3
Other,2
Other,67
Other,12
Other,0
Other,3
Other,6
Other,1
Other,1
Other,0
Other,15
Other,9
Other,2
Other,0
Other,0
Other,542
Other,0
Other,0
Other,0
Other,2
Other,1
Other,1
Other,0
Other,0
Other,2
Other,1
Other,17
Other,1
Other,4
Other,0
Other,0
Other,192
Other,1
Other,57
Other,16
Other,18
Other,0
Other,8
Other,2
Other,5
Other,1
Other,0
Other,2
Other,17
Other,2
Other,2
Other,1
Other,5
Multi-lang,701
Other,1
Other,1
Other,1
Other,12
Other,1
Other,5
Other,2
Other,3
Other,3
Other,18
Other,0
Other,0
Other,0
Other,2
Other,3
Other,3
Other,9
Other,1
Other,0
Other,1
Other,1
Other,0
Other,1
Other,2
Other,0
Other,0
Multi-lang,1
Other,2
Other,0
Other,1
Other,1
Multi-lang,34
Other,14
Other,1
Other,1
Other,2
Other,2
Other,1
Other,0
Other,3
Other,1
Other,1
Other,1
Other,4
Other,1
Other,51
Other,1
Other,18
Multi-lang,18
Other,10
Other,2
Other,1
Multi-lang,5
Other,8
Other,1
Other,0
Other,9
Other,2
Other,1
Other,1
Other,1
Other,202
Multi-lang,6
Other,0
Other,1
Other,63
Other,3
Other,3
Other,1
Other,1
Other,1
Other,1
Other,3
Other,10
Other,1
Other,6
Other,0
Other,1
Multi-lang,215
Other,2
Multi-lang,636
Other,1
Other,9
Other,15
Other,8
Other,1
Other,13
Multi-lang,75
Other,274
Other,126
Other,63
Multi-lang,238
Multi-lang,17
Multi-lang,1473
Multi-lang,403
Other,1196
Other,16
Other,360
Other,93
Other,4
Other,101
Other,0
Other,103
Other,33
Other,97
Multi-lang,86
Other,13
Other,0
Other,1
Other,0
Multi-lang,15
Other,261
Other,2
Multi-lang,91
Other,320
Other,0
Other,151
Other,221
Other,787
Multi-lang,16
Other,55
Other,457
Multi-lang,22
Multi-lang,3
Multi-lang,115
Other,13
Multi-lang,21
Multi-lang,8
Multi-lang,22
Multi-lang,92
Multi-lang,889
Other,250
Multi-lang,153
Multi-lang,247
Other,4845
Other,11
Other,9
Multi-lang,78
Other,11
Other,17
Other,3
Multi-lang,71
Other,3
Multi-lang,62
Other,10
Multi-lang,71
Multi-lang,154
Other,2
Multi-lang,113
Other,0
Multi-lang,1
Other,2
Other,5
Other,7
Multi-lang,44
Other,65
Other,9
Other,10
Other,21
Other,9
Other,56
Other,329
Other,277
Multi-lang,18
Other,16
Other,27
Other,24
Multi-lang,186
Other,10
Other,8
Other,57
Other,28
Multi-lang,38
Other,9
Other,1
Other,46
Other,37
Other,2
Other,6
Other,6
Other,3
Other,1
Other,9
Other,223
Other,2
Other,15
Other,161
Other,1
Other,1
Other,1
Other,10
Other,12
Other,27
Multi-lang,14
Multi-lang,218
Other,3
Other,1
Other,0
Other,67
Multi-lang,111
Multi-lang,22
Other,3
Other,5
Other,2
Multi-lang,44
Other,18
Multi-lang,40
Other,372
Other,974
Multi-lang,223
Multi-lang,242
Other,8
Other,18
Multi-lang,240
Other,0
Other,16
Multi-lang,24
Multi-lang,47
Multi-lang,19
Multi-lang,26
Multi-lang,37
Other,18
Other,0
Other,8
Multi-lang,27
Multi-lang,857
Other,1823
Multi-lang,6
Multi-lang,133
Multi-lang,239
Other,0
Other,8
Other,2
Other,4
Other,45
Other,4
Other,56
Multi-lang,305
Other,7
Other,1
Multi-lang,10
Multi-lang,164
Other,36
Multi-lang,84
Other,0
Multi-lang,872
Other,16
Other,21
Other,66
Multi-lang,158
Multi-lang,30
Other,270
Other,5
Other,23
Other,27
Multi-lang,7
Other,1
Other,0
Multi-lang,2
Other,6
Other,0
Multi-lang,39
Other,2
Other,36
Other,3284
Other,108
Other,3
Other,2
Multi-lang,76
Other,3
Other,757
Other,21
Other,25
Multi-lang,241
Other,121
Other,3
Multi-lang,18
Multi-lang,31
Other,11
Other,11
Other,19
Multi-lang,10
Multi-lang,104
Other,2626
Multi-lang,40
Multi-lang,57
Multi-lang,192
Other,582
Other,30
Other,8
Other,64
Other,6
Other,5
Multi-lang,191
Multi-lang,13
Other,8
Other,15
Other,38
Multi-lang,30
Other,11
Other,23
Multi-lang,34
Other,12
Other,38
Other,13
Multi-lang,2
Multi-lang,13
Multi-lang,20
Other,3
Other,53
Other,4
Other,1
Other,1
Multi-lang,71
Multi-lang,4
Other,3
Multi-lang,43
Other,1
Other,11
Multi-lang,2
Other,2
Multi-lang,843
Multi-lang,11
Other,1
Other,5
Multi-lang,59
Other,3
Multi-lang,93
Other,4
Other,1
Other,71
Other,0
Other,12
Other,41
Multi-lang,105
Other,10
Other,35
Multi-lang,11
Other,0
Multi-lang,1
Other,6
Other,43
Multi-lang,18
Other,1
Other,9
Other,4
Other,3
Other,23
Other,6
Multi-lang,18
Other,34
Other,22
Other,0
Multi-lang,1
Multi-lang,55
Other,39
Other,27
Other,0
Other,10
Other,4
Other,4
Other,8
Other,26
Other,5
Other,1
Other,9
Other,41
Other,5
Other,17
Other,1
Other,22
Other,36
Other,355
Other,188
Other,9
Other,117
Other,1
Other,28
Other,17
Other,25
Other,12
Other,11
Other,14
Multi-lang,26
Multi-lang,41
Multi-lang,209
Other,5
Other,6
Other,4
Other,19
Other,1
Multi-lang,19
Other,9
Other,16
Multi-lang,62
Other,11
Other,84
Multi-lang,58
Other,0
Other,1
Other,4
Other,5
Other,12
Other,9
Multi-lang,35
Other,2
Other,66
Other,17
Other,7
Other,18
Other,10
Multi-lang,6
Other,40
Multi-lang,7
Multi-lang,5
Other,21
Multi-lang,17
Multi-lang,26
Multi-lang,47
Multi-lang,0
Multi-lang,59
Multi-lang,1313
Multi-lang,380
Other,3
Other,47
Multi-lang,31683
Other,4
Other,39
Other,1
Multi-lang,88
Other,70
Other,23
Other,2
Other,3
Other,8
Multi-lang,6
Other,13
Other,48
Other,724
Other,2
Multi-lang,5
Other,14
Multi-lang,146
Other,3
Other,28
Other,14
Other,4
Other,2
Other,16
Other,571
Other,1
Other,1
Multi-lang,13
Other,8
Other,14
Other,1
Other,29
Other,48
Other,33
Multi-lang,4
Multi-lang,54
Other,2
Other,16
Other,0
Other,5
Other,40
Multi-lang,26
Other,2
Other,8
Other,10
Multi-lang,34
Other,120
Multi-lang,157
Other,1
Multi-lang,18
Multi-lang,5
Other,6
Multi-lang,5
Other,51
Multi-lang,59
Other,1
Multi-lang,32
Other,136
Other,60
Multi-lang,82
Other,30
Other,9
Multi-lang,0
Other,4
Other,3
Other,4
Multi-lang,607
Other,4410
Other,3
Other,3
Other,19
Other,1
Other,1
Other,3
Multi-lang,42
Other,17
Other,0
Other,16
Multi-lang,24
Other,28
Other,0
Multi-lang,7
Multi-lang,7
Other,735
Other,34
Multi-lang,339
Other,4
Multi-lang,6
Multi-lang,14
Multi-lang,2
Multi-lang,483
Other,3
Other,2
Multi-lang,124
Other,19
Other,3
Other,24
Multi-lang,230
Multi-lang,31
Multi-lang,17
Multi-lang,63
Other,1
Multi-lang,17
Other,256
Other,5743
Other,6
Other,7
Multi-lang,175
Other,0
Multi-lang,26
Other,39
Other,7
Other,308
Other,840
Other,6
Multi-lang,26
Other,35
Multi-lang,35
Multi-lang,25
Multi-lang,7
Multi-lang,102
Other,11
Other,19
Other,2975
Multi-lang,31
Other,2
Multi-lang,38
Other,401
Multi-lang,41
Other,170
Multi-lang,17
Other,37
Multi-lang,8
Multi-lang,384
Other,2
Other,15
Multi-lang,20
Multi-lang,171
Multi-lang,125
Multi-lang,72
Other,177
Multi-lang,23
Other,75
Other,40
Multi-lang,808
Other,53
Other,16
Multi-lang,40
Other,45
Multi-lang,225
Multi-lang,165
Multi-lang,38503
Multi-lang,9
Other,33
Multi-lang,2
Multi-lang,164
Multi-lang,26
Multi-lang,247
Multi-lang,34
Multi-lang,60
Multi-lang,46
Multi-lang,296
Multi-lang,41
Other,9
Multi-lang,56
Multi-lang,164
Other,8
Other,4
Other,3
Other,11
Other,18
Multi-lang,148
Other,59
Other,24
Multi-lang,15
Multi-lang,180
Multi-lang,237
Multi-lang,607
Other,19
Multi-lang,80
Multi-lang,4
Multi-lang,195
Multi-lang,26
Multi-lang,77
Multi-lang,36
Multi-lang,9070
Multi-lang,16
Multi-lang,21
Multi-lang,23
Multi-lang,315
Multi-lang,76
Multi-lang,68
Multi-lang,43
Multi-lang,768
Multi-lang,1485
Multi-lang,670
Multi-lang,1671
Multi-lang,34
Multi-lang,23
Multi-lang,53
Multi-lang,212
Multi-lang,381
Multi-lang,916
Multi-lang,121
Multi-lang,23
Other,8
Multi-lang,494
